long	lat
84.40210383	26.83934643
84.43038031	26.83728302
84.49344365	26.85767093
84.51878339	26.85998057
84.56243355	26.84483245
84.56652022	26.81323612
84.56652022	26.77731104
84.59917233	26.74888616
84.70243014	26.7261886
84.71936065	26.72642991
84.75829315	26.7364318
84.77603155	26.74759098
84.77839038	26.7498957
84.79422993	26.76576774
84.81288828	26.77952219
84.83217762	26.77884752
84.85273483	26.77365697
84.87283796	26.77884752
84.9130914	26.79722126
84.96215508	26.81915058
85.05061123	26.8481024
85.0627651	26.84483245
85.15047232	26.80395321
85.16607598	26.78803685
85.17494519	26.75268796
85.1666539	26.6758344
85.17851881	26.63919033
85.19418145	26.62293417
85.2545911	26.58277885
85.26449819	26.58090257
85.27595621	26.58446307
85.2866653	26.58705834
85.29548143	26.58061202
85.29772232	26.57166892
85.29789923	26.56229245
85.30008704	26.55435396
85.30768838	26.54834593
85.32571574	26.55118251
85.35001759	26.56291787
85.42649088	26.6180785
85.44607507	26.62716442
85.47221681	26.62990743
85.51206925	26.64044118
85.54604821	26.63082341
85.62321735	26.59076165
85.62897289	26.58648216
85.63617323	26.58407402
85.66128298	26.58547261
85.66318184	26.58508849
85.67003424	26.58446307
85.68696474	26.58013433
85.694513	26.57681514
85.70009753	26.57186098
85.70677892	26.56763073
85.71858487	26.5657052
85.72635722	26.56763073
85.75106007	26.58119312
85.79361927	26.59340617
85.81752012	26.596292
85.83640846	26.59287924
85.84452873	26.58609804
85.84492973	26.5712848
85.85282002	26.56397174
85.86065134	26.56291787
85.88501216	26.5657052
85.89486028	26.5657052
85.92826132	26.55541276
85.99690918	26.52463391
86.03111813	26.51313985
86.05271322	26.50900317
86.07033368	26.50097112
86.0858253	26.48952632
86.10079798	26.47476232
86.10091592	26.47476232
86.12325994	26.46350957
86.1985833	26.434607
86.2768493	26.39526916
86.29734754	26.39122605
86.30904144	26.39911529
86.31629484	26.41128401
86.32481612	26.42157154
86.34007775	26.42354631
86.37981815	26.41060934
86.3900083	26.40911718
86.41839683	26.41575557
86.44581233	26.43076087
86.46717744	26.45129652
86.47898339	26.47476232
86.5136523	26.49173747
86.54515448	26.50097112
86.58684681	26.51313985
86.60101159	26.52232426
86.63499055	26.55137457
86.65111315	26.56267657
86.663727	26.56330199
86.6673537	26.54348534
86.66799059	26.52583551
86.68077545	26.47476232
86.68077545	26.47476232
86.68100543	26.47476232
86.69212142	26.44432326
86.71083285	26.40940773
86.73646154	26.3809336
86.76859471	26.37011422
86.8283144	26.37564457
86.86258231	26.38454335
86.87421135	26.37497482
86.88172422	26.35881223
86.8918672	26.34549114
86.90666886	26.33774964
86.95343267	26.32034113
86.96852919	26.31798223
86.98244629	26.32803338
87.00338091	26.36511574
87.01594168	26.3799733
87.04713722	26.39536273
87.08340424	26.40406945
87.120202	26.40608854
87.15458195	26.40041539
87.23490013	26.36246629
87.2737029	26.35328188
87.31533626	26.36872056
87.34275766	26.38656244
87.35496461	26.39454524
87.37914262	26.40142493
87.39765944	26.39324514
87.41234316	26.3819924
87.43109587	26.3799733
87.44748974	26.38699581
87.4556277	26.40252805
87.46299905	26.42489073
87.47756483	26.42955926
87.49643547	26.42393043
87.5169573	26.41488883
87.53629971	26.41488883
87.57026687	26.43907855
87.59002208	26.44345653
87.59126046	26.43941342
87.61797422	26.4208033
87.62092276	26.42128591
87.62617115	26.41262843
87.63348353	26.39478655
87.64038311	26.38454335
87.65624624	26.37256668
87.69227738	26.35438992
87.70825846	26.34140371
87.74316915	26.34496421
87.78527428	26.3819924
87.81865173	26.43220378
87.8277922	26.47476232
87.8277922	26.47476232
87.82407704	26.48750722
87.82507954	26.49809022
87.83327648	26.52049723
87.84943447	26.56503053
87.89950065	26.64746368
87.9185482	26.6928588
87.92320689	26.71373424
87.92485808	26.73364447
87.92338381	26.75326414
87.91359466	26.79438468
87.90946671	26.83934643
87.90522081	26.8570455
87.89531372	26.87320317
87.87036909	26.90479951
87.86093377	26.9212034
87.84389122	26.95755692
87.82189512	26.99132009
87.79830682	27.01868126
87.78344618	27.0302738
87.76634466	27.03686294
87.74641254	27.04758875
87.72606763	27.08500106
87.70825846	27.09913964
87.70283315	27.10688606
87.70129991	27.11558785
87.70306903	27.12448664
87.71963982	27.15483212
87.72412159	27.22764257
87.74075135	27.2600564
87.76817276	27.31103602
87.77489542	27.33666865
87.77200585	27.34873889
87.75814773	27.36874268
87.75360698	27.38028598
87.75230962	27.39490716
87.75502227	27.40645046
87.76457554	27.43039887
87.76893938	27.43742137
87.77460057	27.44266117
87.77973102	27.44848206
87.78226677	27.45761723
87.78026176	27.46223652
87.77005982	27.4707955
87.76717025	27.47522273
87.76186288	27.49570913
87.76038861	27.50600158
87.76186288	27.51706227
87.79028679	27.56991325
87.85975435	27.66854839
87.88658605	27.75622133
87.90280301	27.78339536
87.91418437	27.80979623
87.90864112	27.85283738
87.92202748	27.87226991
87.91966865	27.88448296
87.91046921	27.89078155
87.89549064	27.89545008
87.86806923	27.90093118
87.8427118	27.90573761
87.7947096	27.92795747
87.7692932	27.93502922
87.75590684	27.93387194
87.72665734	27.92372723
87.71173773	27.92136834
87.69823343	27.92391929
87.67446821	27.93392118
87.662792	27.93699907
87.57486659	27.94075163
87.55310638	27.95075352
87.54101737	27.94873443
87.52810277	27.93257676
87.5107064	27.90362495
87.48947692	27.87827795
87.46317596	27.85841697
87.43032925	27.84504663
87.40090283	27.8429783
87.37619408	27.85091678
87.35543638	27.85779154
87.32878159	27.86168691
87.31209286	27.85750099
87.27735908	27.84177669
87.25890123	27.84235287
87.24923003	27.84822301
87.24333295	27.8570233
87.23926397	27.86524741
87.23377969	27.87034439
87.21196051	27.87558418
87.19285398	27.87390489
87.14951047	27.8650061
87.04990884	27.84158463
87.03021261	27.84100845
87.03021261	27.8570233
87.04312721	27.87457463
87.04831663	27.88890527
87.0243745	27.89506104
86.99306103	27.88563532
86.96852919	27.8670252
86.94258205	27.85384692
86.87789702	27.8683253
86.821061	27.86274571
86.79163459	27.86399656
86.74780752	27.88380829
86.68681995	27.95075352
86.65169107	27.98210855
86.62393353	27.99615356
86.60492725	27.99721235
86.59744386	27.99533607
86.58448798	27.99201688
86.55085106	27.98739759
86.52217358	27.98942161
86.49798967	27.99894089
86.47973232	28.01634941
86.47034417	28.04169641
86.47034417	28.04169641
86.43918992	28.06275899
86.36029293	28.05992242
86.32660293	28.06983074
86.31802269	28.08406288
86.32216833	28.11532435
86.31744477	28.12816282
86.30201213	28.14009024
86.28185592	28.15105736
86.25980085	28.15846399
86.23981566	28.15966559
86.22547987	28.15370188
86.20065907	28.13513608
86.1840706	28.13172332
86.16668012	28.13826321
86.15135951	28.15028912
86.13621582	28.15947353
86.11853639	28.15677977
86.10788037	28.14490159
86.10477261	28.12946292
86.10408265	28.11272908
86.10148794	28.09675854
86.09296666	28.08261997
86.08334853	28.0720419
86.07672611	28.05992242
86.07689713	28.04169641
86.07724506	28.01702408
86.07724506	28.01702408
86.07033368	27.99721235
86.05496001	27.98182293
86.03111813	27.9709543
85.99028677	27.95339804
85.97513718	27.9523885
85.95325903	27.95998718
85.91553543	27.98610242
85.90528631	27.99062322
85.89486028	27.98913106
85.885938	27.98518644
85.87677984	27.98210855
85.86572282	27.98364996
85.85512578	27.98999779
85.82880712	28.01808288
85.81031979	28.02996105
85.78901365	28.03424054
85.76615069	28.03616607
85.74368872	28.04169641
85.74299876	28.04169641
85.74299876	28.04169641
85.7265872	28.04977278
85.71858487	28.06251769
85.71069458	28.09301091
85.70268635	28.10483984
85.694513	28.1130147
85.6920893	28.12263248
85.70165436	28.14052361
85.70867778	28.16144338
85.70763989	28.18779993
85.69624085	28.20823708
85.67389093	28.21194039
85.57645353	28.1277787
85.57801036	28.11724987
85.59067728	28.1014714
85.59419194	28.09320297
85.59338404	28.08752489
85.58825948	28.06992431
85.58825948	28.06126684
85.58636062	28.05444132
85.58791155	28.04832987
85.59943444	28.04169641
85.59943444	28.04169641
85.59943444	28.04169641
85.59943444	28.04169641
85.60927666	28.0321722
85.60904667	28.02361322
85.60564996	28.01442881
85.60645786	28.00278702
85.61198342	27.99475989
85.61924272	27.98855488
85.62499827	27.98104976
85.62569412	27.97027963
85.61924272	27.96604446
85.58399589	27.93651646
85.56856324	27.93036069
85.56061988	27.92944963
85.55687524	27.92891777
85.52899976	27.93132591
85.47722932	27.92622893
85.45753309	27.93291164
85.44491924	27.95902688
85.44555613	27.98081338
85.4504507	28.00182672
85.4508517	28.02212106
85.43679897	28.04169641
85.39758341	28.07079104
85.38560645	28.08502811
85.37713825	28.10940988
85.37633624	28.12224836
85.37765719	28.13225025
85.37546937	28.14206501
85.35612107	28.16399433
85.35081959	28.18707601
85.34667395	28.19813669
85.32968447	28.21463416
85.3060195	28.22675364
85.25666687	28.24512246
85.22746455	28.26104374
85.20236069	28.28042211
85.18145556	28.30355795
85.1638292	28.33048576
85.16187137	28.3774272
85.15622787	28.40055812
85.14050626	28.3979136
85.13722748	28.38925613
85.1373985	28.37906217
85.13624857	28.36977927
85.12829931	28.36381556
85.10468742	28.3568423
85.09610717	28.35039598
85.06552493	28.31182639
85.05095915	28.31144227
85.03598648	28.32413793
85.01346554	28.33717338
84.98939368	28.34260524
84.96348192	28.34510694
84.93774118	28.34472282
84.9130914	28.341118
84.88072825	28.35501527
84.86379184	28.36021074
84.84559936	28.35934401
84.83021979	28.35131196
84.80378909	28.3273143
84.78674064	28.32072517
84.76739234	28.32221733
84.75564536	28.3302937
84.74550829	28.33943378
84.73070662	28.34510694
84.71786279	28.3431371
84.68682648	28.33130324
84.6714469	28.3282746
84.65324852	28.32928415
84.63165343	28.33332726
84.61143825	28.34049258
84.57527738	28.36785374
84.55431327	28.36434249
84.53133237	28.35472472
84.50375174	28.35501527
84.47893094	28.36742038
84.47104066	28.3829083
84.47288054	28.39642144
84.47731515	28.42811627
84.47731515	28.44860268
84.46816288	28.50635858
84.47489734	28.5169859
84.50375174	28.53141502
84.5104862	28.54565209
84.51060414	28.56541457
84.51256197	28.57152602
84.51912542	28.57921827
84.53830271	28.58595022
84.54636401	28.59105213
84.55321642	28.60057141
84.55690209	28.60942094
84.56917391	28.6622276
84.5615136	28.67482477
84.50639953	28.68954445
84.46522614	28.71377849
84.44264623	28.72099305
84.41725342	28.71608813
84.40959312	28.71012442
84.40233382	28.70118132
84.39151268	28.68276325
84.3840234	28.67405653
84.37452321	28.67059453
84.36432716	28.66809282
84.33098509	28.65303827
84.32419166	28.64654763
84.31025097	28.62173249
84.30144074	28.61519259
84.29044269	28.61225752
84.27823574	28.61345913
84.25986045	28.61851179
84.24627359	28.62048163
84.18447812	28.61721169
84.17112125	28.61870385
84.15660854	28.62365801
84.13737228	28.63654573
84.10799894	28.66472438
84.08681074	28.67395804
84.03538234	28.67621844
84.02115859	28.6847331
84.02663108	28.73388077
84.01372828	28.74253825
83.9923042	28.74614799
83.97076807	28.75302275
83.96270677	28.76076425
83.95222177	28.77957136
83.94209059	28.78399367
83.88029513	28.7928432
83.85789213	28.79948158
83.83964068	28.80861675
83.82063441	28.8156885
83.79494674	28.81477252
83.76730714	28.82184427
83.75273547	28.84252273
83.73569292	28.89114347
83.7262458	28.90076124
83.70246289	28.91788413
83.68414657	28.94385163
83.67268855	28.95212499
83.65904272	28.95702991
83.5830235	28.97030175
83.52612851	28.99800271
83.51524251	29.01310651
83.4942784	29.04114235
83.52169391	29.13194243
83.50988796	29.14554914
83.48477821	29.15218752
83.4593795	29.16517374
83.45281606	29.19888273
83.44918935	29.20862363
83.44210107	29.21636512
83.41751616	29.23678258
83.41106476	29.25707692
83.42143182	29.27472675
83.43674652	29.29117497
83.4440589	29.30894298
83.43686446	29.32392367
83.42200383	29.32567683
83.40403544	29.32341643
83.38872073	29.32646969
83.38083044	29.33803762
83.37403112	29.36669888
83.36349304	29.37704058
83.34362579	29.37749857
83.32249067	29.37045144
83.30262342	29.36754099
83.28719077	29.38038439
83.27728368	29.39173071
83.26420986	29.39394678
83.25010405	29.39093784
83.23611029	29.38483132
83.23317355	29.39901914
83.22649216	29.40712013
83.2161251	29.41176405
83.20236132	29.41467449
83.18853858	29.41452676
83.16758037	29.41204967
83.13285248	29.40418999
83.12611212	29.39856115
83.11638195	29.38442258
83.10849166	29.3808867
83.08183098	29.37434681
83.03167045	29.35374222
83.00684965	29.35104845
82.97845523	29.35364372
82.9496657	29.35263418
82.92282811	29.34484344
82.89990617	29.32618406
82.89167385	29.30880017
82.88689132	29.29006693
82.878659	29.27501238
82.87739113	29.27482032
82.85959376	29.26866455
82.84335321	29.26948203
82.79762728	29.27638634
82.78450038	29.28314292
82.77280648	29.2914606
82.74435898	29.29470592
82.73053624	29.29939415
82.72299388	29.30805163
82.72022815	29.31867895
82.71815827	29.34183942
82.70739021	29.38167956
82.69661625	29.39788648
82.67692592	29.40950365
82.64605472	29.41988966
82.63384777	29.42881307
82.6237107	29.45884338
82.61202269	29.46678186
82.59802893	29.47272095
82.58455411	29.48323008
82.57925264	29.49823046
82.58052051	29.5111428
82.5779258	29.52285354
82.54412375	29.54630062
82.54228387	29.55991029
82.54499062	29.57539624
82.54228387	29.59477707
82.51193161	29.62067464
82.44017599	29.60766577
82.42145867	29.63096659
82.42312754	29.64356622
82.42911897	29.65075616
82.43562934	29.65676764
82.439545	29.66547239
82.43683824	29.68143899
82.42727908	29.69572234
82.40136143	29.71762802
82.39312911	29.72176421
82.37400489	29.72734281
82.36525363	29.73167106
82.36266481	29.73645631
82.35851327	29.75073917
82.35425558	29.75634191
82.33910599	29.76617686
82.32626806	29.77016875
82.31273427	29.77081782
82.28675765	29.76841313
82.25721919	29.76225736
82.24938787	29.75963647
82.24385642	29.74802226
82.24063072	29.73323413
82.23377831	29.72161991
82.21765571	29.72063401
82.20590873	29.72832872
82.19075914	29.75437009
82.18177789	29.76526334
82.11808357	29.81164781
82.10512769	29.81381218
82.08024793	29.81071016
82.06884298	29.81193639
82.05969072	29.81794787
82.0433912	29.8337943
82.03291209	29.83788222
82.01108112	29.83021115
81.98551729	29.81419679
81.96213538	29.80741559
81.94635481	29.82662849
81.93863553	29.83970926
81.92711854	29.84600932
81.91370269	29.84971263
81.9001689	29.85577237
81.88796196	29.86541477
81.86705682	29.89237015
81.79961785	29.93673503
81.78919182	29.95469757
81.79247649	29.96756214
81.79760105	29.97809393
81.79714108	29.98706323
81.78412623	29.99398847
81.77272719	29.99468585
81.74957526	29.98867432
81.7379993	29.98833767
81.71847408	30
-999	-999
86.02167101	20
86.02351679	20.01447837
86.03474483	20.03422608
86.04787172	20.07844914
86.05288423	20.08815063
86.07125363	20.10179182
86.09682335	20.1104099
86.15228535	20.12222898
86.20175003	20.13916965
86.3016701	20.19023793
86.34307347	20.21737256
86.3040879	20.19471933
86.28404373	20.18782486
86.27500352	20.19718163
86.28404373	20.20688313
86.3040879	20.21811125
86.32608399	20.22687707
86.33961778	20.23106299
86.35856509	20.24608307
86.38736051	20.28045689
86.40503995	20.31709604
86.38983729	20.33915832
86.38257798	20.31675132
86.38079707	20.30473525
86.38148702	20.29237447
86.36012192	20.3028639
86.34509027	20.29621567
86.32896177	20.28198353
86.30500784	20.27100163
86.30961346	20.33393823
86.31998052	20.36373216
86.33967675	20.39032508
86.36512853	20.41297832
86.53167377	20.52210781
86.59122245	20.53806357
86.62151573	20.5568756
86.64846537	20.57913487
86.66597379	20.59725746
86.65497574	20.58972279
86.63925413	20.57987356
86.61177965	20.57046755
86.60671407	20.57957809
86.60245048	20.5845027
86.59703696	20.58529064
86.58874567	20.5845027
86.58247118	20.59105244
86.57406195	20.59479515
86.56381283	20.59671575
86.55050903	20.59735595
86.55966719	20.60863332
86.57406195	20.61232678
86.59018456	20.61040618
86.60481521	20.60361021
86.61587222	20.61050468
86.61961687	20.61848255
86.61748213	20.62769159
86.61172658	20.63818102
86.60239741	20.6512805
86.59502606	20.65492471
86.56968632	20.65251165
86.51762693	20.65556491
86.49378505	20.66373978
86.48186116	20.67949855
86.52419038	20.68732869
86.54630441	20.68634377
86.56582374	20.6794493
86.57930445	20.70486032
86.56410179	20.74775373
86.44304661	20.97916145
86.43544527	21.071498
86.46855736	21.15231095
86.52551722	21.2235209
86.68877778	21.3705207
86.74395083	21.40351563
86.84230817	21.4475417
86.85405514	21.45005325
86.88054481	21.45005325
86.89239793	21.45207234
86.90377929	21.45748942
86.94564853	21.44916682
86.99966575	21.45793264
87.0703717	21.48201401
87.14166735	21.50673558
87.15133856	21.50919789
87.31232875	21.54603402
87.33556323	21.54741291
87.38238601	21.54554156
87.40444108	21.55076165
87.46252728	21.58690834
87.55015784	21.62428617
87.58725045	21.64590524
87.6162051	21.66944491
87.61797422	21.67417254
87.61909466	21.68446498
87.62310467	21.68998056
87.62634807	21.69199965
87.63383735	21.69401874
87.67788851	21.72071016
87.68856222	21.72415739
87.70265624	21.73149507
87.71757584	21.74937143
87.77200585	21.85249289
87.78816384	21.87135417
87.79252768	21.88021848
87.79064062	21.8909049
87.78621781	21.90164056
87.78374104	21.91262246
87.78993297	21.91626667
87.83044588	21.91597119
87.85999024	21.93010484
87.89289592	21.95541737
87.91925585	21.9852113
87.92981162	22.01244443
87.91583555	22.05208759
87.88399134	22.07493781
87.84247592	22.08729859
87.79989903	22.09478401
87.7640448	22.09670461
87.74523313	22.10084129
87.72665734	22.11172469
87.69693607	22.14082917
87.68290103	22.1584593
87.67712189	22.17387335
87.66385347	22.25183002
87.64934666	22.29408323
87.63136058	22.31530833
87.63136058	22.32121786
87.65518477	22.32111937
87.66892496	22.30974351
87.67552968	22.29176866
87.67706292	22.27014959
87.68060117	22.25261796
87.69552077	22.21528937
87.69935387	22.19465523
87.70507404	22.17943816
87.71905011	22.16190653
87.74552798	22.13634777
87.76581392	22.12374075
87.78415383	22.12078598
87.80231683	22.12536588
87.822131	22.13634777
87.82631793	22.11295584
87.86789232	22.09606441
87.92049424	22.08094584
87.95693817	22.06331571
87.96295319	22.04765543
87.97339102	21.99555299
87.98441855	21.97339222
87.96666835	21.94896612
87.91907894	21.89863655
87.91023333	21.88627576
87.90321581	21.87174814
87.89955962	21.85490595
87.91383054	21.8017201
87.9102923	21.79305277
87.90757964	21.78344977
87.96336599	21.70061773
87.97014762	21.68377554
87.96065333	21.6695434
87.97091424	21.64260575
87.96289422	21.61980477
87.94832844	21.59951535
87.93777267	21.58040784
87.93883415	21.56056164
87.94744388	21.53712047
87.9683785	21.49875771
87.98636458	21.50855769
88.00098933	21.49742806
88.01042466	21.47566126
88.01425775	21.45389445
88.01997792	21.4501025
88.03318737	21.44951154
88.04734035	21.45093968
88.05642185	21.45389445
88.06851086	21.46197082
88.07482073	21.46448238
88.0772975	21.46728941
88.07576426	21.47758186
88.07140043	21.4847718
88.05689362	21.4956552
88.05205801	21.50451951
88.05317846	21.51683105
88.06461879	21.53840087
88.06739041	21.5495305
88.06585717	21.57223298
88.03076957	21.67097154
88.02793897	21.69426497
88.04091254	21.69342779
88.05942936	21.67574841
88.06868777	21.65964492
88.07293367	21.64038967
88.07570529	21.52914259
88.0815434	21.50565217
88.09516564	21.50136775
88.11049804	21.51131548
88.12176146	21.53194962
88.12541765	21.54583704
88.12618427	21.55637572
88.12199734	21.56607721
88.10135757	21.58680984
88.09823212	21.5970038
88.10011919	21.60655756
88.10566244	21.6142892
88.11144157	21.60424299
88.11621821	21.59306411
88.12241014	21.58405206
88.13314282	21.58040784
88.14281402	21.58232844
88.16103599	21.59158672
88.17442235	21.59370431
88.16345379	21.56676666
88.16422041	21.5271235
88.17483515	21.49555671
88.19341094	21.49457178
88.21192776	21.50634162
88.22950104	21.51126623
88.24548212	21.51939185
88.25880951	21.53953353
88.26323232	21.55864104
88.25939922	21.57252846
88.24383094	21.60069726
88.24100034	21.61817965
88.24241564	21.63684395
88.24725124	21.65417859
88.25886849	21.67254741
88.26612189	21.69653029
88.27367015	21.70017451
88.28151326	21.6989926
88.28723342	21.70017451
88.28965122	21.7138157
88.28564121	21.73218452
88.26877557	21.76700155
88.26612189	21.78586283
88.27349324	21.80501959
88.28593607	21.81723264
88.29442786	21.82910096
88.28965122	21.84722355
88.31141144	21.83269593
88.31099864	21.81137235
88.28965122	21.77182768
88.312296	21.74621967
88.32927958	21.71938051
88.33122561	21.69012829
88.30875775	21.65851226
88.30008905	21.63659772
88.30510156	21.60754248
88.32751046	21.5527315
88.32013911	21.54549231
88.31530351	21.53446117
88.31288571	21.52170642
88.31259085	21.50806523
88.31017305	21.49604917
88.30427597	21.48999189
88.29672772	21.48457481
88.28953328	21.47738487
88.28086458	21.45192461
88.28770519	21.4301578
88.30905261	21.42006234
88.3435505	21.42936986
88.33293577	21.43862814
88.32739251	21.44872361
88.32839502	21.45980399
88.33499974	21.47024418
88.34443506	21.45739093
88.3602982	21.45113667
88.37527677	21.45340199
88.38152768	21.46709242
88.38152768	21.51845617
88.40057523	21.50737578
88.40564672	21.53219585
88.39703699	21.60059877
88.40476216	21.60059877
88.42038941	21.59286712
88.43247842	21.60576962
88.44014462	21.62724094
88.44297521	21.6451173
88.43300915	21.67294138
88.41095409	21.67407404
88.38518386	21.66466803
88.36660807	21.66195949
88.36749263	21.66639164
88.36660807	21.72775236
88.3693797	21.74621967
88.40452627	21.82452107
88.40664922	21.84239743
88.40476216	21.88558631
88.40930291	21.90154207
88.42899914	21.92537721
88.43525004	21.94310583
88.43483725	21.95448169
88.42870429	21.9735892
88.42681722	21.99850776
88.42764281	22.00486052
88.43094518	22.01150875
88.44097021	22.02130874
88.4452161	22.04061323
88.45606672	22.05814487
88.45818967	22.06316797
88.46184586	22.0646946
88.46898132	22.07863127
88.47458354	22.09458703
88.47352207	22.10084129
88.49575405	22.1001026
88.49917435	22.08074885
88.48914932	22.0577509
88.46992485	22.04657202
88.45028759	22.00476203
88.45028759	21.99254898
88.45659746	21.9704867
88.46066644	21.94108674
88.46491234	21.92695309
88.46591484	21.91306567
88.45807173	21.8953863
88.44150094	21.87485065
88.43684225	21.86559237
88.43507313	21.85057229
88.44073432	21.84067381
88.45376686	21.83604467
88.46898132	21.83643864
88.48107033	21.84037834
88.49398492	21.83151403
88.5065457	21.84111703
88.51615793	21.85776223
88.51957823	21.87115719
88.54393316	21.9081903
88.55218907	21.93212394
88.53856682	21.94300734
88.51739632	21.94837517
88.509966	21.96127766
88.51214792	21.9768887
88.51957823	21.99121933
88.53149033	22.00446655
88.54747141	22.0166796
88.56699073	22.02495295
88.58851506	22.02593787
88.5517173	21.99890173
88.53461578	21.98215804
88.52748032	21.96753193
88.53703358	21.95329979
88.57902077	21.93281338
88.58851506	21.91242547
88.58291284	21.89454911
88.57017515	21.88204059
88.55478378	21.87209286
88.54269477	21.8613572
88.53673873	21.84742054
88.53432093	21.79270805
88.51173512	21.73479456
88.51568616	21.72051318
88.52199604	21.70583782
88.50112039	21.59232542
88.50436378	21.57297167
88.5426358	21.50412554
88.52635987	21.47354367
88.54882773	21.45507636
88.58751256	21.45123516
88.61906191	21.46325122
88.62590252	21.47950246
88.61941574	21.49403007
88.60927277	21.50949337
88.60372952	21.52865013
88.60420128	21.5386471
88.60608835	21.54637875
88.61180851	21.55105713
88.62301296	21.55258376
88.63020739	21.55711441
88.63527887	21.5668159
88.64176566	21.58671135
88.64837038	21.56991841
88.65037539	21.56070938
88.65019848	21.55253452
88.6461295	21.54903804
88.62725885	21.53500288
88.63616344	21.5180622
88.65639041	21.51264512
88.67927106	21.51732351
88.69531111	21.53155565
88.6965495	21.54765915
88.67756091	21.57902895
88.67243046	21.59695455
88.67585076	21.61128519
88.69200875	21.64393539
88.69525214	21.6617625
88.70356702	21.6617625
88.71017175	21.64393539
88.72084545	21.56730836
88.72603488	21.55711441
88.73210887	21.54874256
88.73782903	21.54529533
88.77928548	21.53923805
88.82599033	21.51102
88.85364762	21.49880695
88.87528989	21.50126926
88.87735386	21.50673558
88.88419447	21.51968733
88.89103508	21.52845314
88.8946323	21.52180491
88.89675524	21.51451648
88.90324203	21.50865619
88.91303117	21.50491348
88.92517915	21.50412554
88.94570098	21.51269437
88.95189291	21.52909334
88.9484726	21.56972143
88.94581892	21.57297167
88.92901225	21.60424299
88.9067213	21.62290728
88.90218055	21.62837361
88.88785066	21.66550521
88.87116193	21.74833726
88.84857613	21.77926385
88.81785236	21.79989799
88.79951245	21.80881154
88.78376726	21.81284973
88.76837589	21.82141856
88.7536332	21.84136326
88.74691053	21.86470594
88.75693556	21.88164662
88.77356532	21.88164662
88.78040593	21.86416423
88.78370829	21.84392406
88.79119758	21.83412407
88.80906572	21.82939644
88.84527377	21.80777738
88.8639675	21.79999648
88.86231632	21.81555827
88.86774163	21.82447182
88.87906401	21.82614619
88.8946323	21.8202859
88.92140502	21.83358236
88.92665342	21.86248986
88.91745398	21.92646063
88.91373882	21.93896915
88.89811157	21.96497113
88.8946323	21.98102537
88.89787569	21.99619319
88.90418556	22.00751981
88.90748792	22.01830472
88.90218055	22.03263535
88.92075634	22.02603637
88.92075634	22.02534692
-999	-999
92.85233721	21.87258533
92.86112385	21.87578633
92.86955667	21.87952903
92.8771639	21.88460139
92.88359171	21.89085565
92.89644734	21.90395513
